entry_time,exit_time,entry_index,exit_index,side,entry_price,exit_price,pnl,exit_reason,is_win,is_win_int,entry_hour,duration_minutes
2025-05-19 17:01:10.840214+00:00,2025-05-19 17:07:45.668040+00:00,1094,1110,LONG,21501.25,21531.723636257684,121.14454503073648,TAKE_PROFIT,True,1,17,6.580463766666667
2025-05-19 17:08:08.220867+00:00,2025-05-19 17:17:09.230332+00:00,1112,1131,LONG,21536.0,21524.17992290611,-48.03030837555707,STOP_LOSS,False,0,17,9.016824416666667
2025-05-19 17:25:24.672116+00:00,2025-05-19 17:30:05.956322+00:00,1144,1152,LONG,21535.25,21520.253277187127,-60.736891251493944,STOP_LOSS,False,0,17,4.6880701
2025-05-19 17:34:55.518379+00:00,2025-05-19 17:40:48.565019+00:00,1164,1172,LONG,21540.25,21521.411752131615,-76.1029914735409,STOP_LOSS,False,0,17,5.884110666666667
2025-05-20 17:50:14.016337+00:00,2025-05-20 17:55:01.257158+00:00,2463,2472,SHORT,21418.75,21433.52509636736,-59.8503854694427,STOP_LOSS,False,0,17,4.787347016666667
2025-05-20 20:06:27.963487+00:00,2025-05-20 20:08:20.493435+00:00,2772,2774,LONG,21433.0,21412.905868940386,-81.1265242384543,STOP_LOSS,False,0,20,1.8754991333333335
2025-05-21 17:17:28.216001+00:00,2025-05-21 17:19:13.611508+00:00,3931,3948,SHORT,21396.0,21347.796248101484,192.0650075940648,TAKE_PROFIT,True,1,17,1.7565917833333333
2025-05-21 17:20:12.268465+00:00,2025-05-21 17:22:23.054680+00:00,3957,3979,SHORT,21352.25,21304.32328115837,190.95687536652258,TAKE_PROFIT,True,1,17,2.17977025
2025-05-21 17:22:25.045921+00:00,2025-05-21 17:26:16.733026+00:00,3980,4018,SHORT,21299.75,21236.03239691575,254.1204123369971,TAKE_PROFIT,True,1,17,3.86145175
2025-05-21 17:26:22.652207+00:00,2025-05-21 17:26:40.581767+00:00,4020,4024,SHORT,21222.0,21244.125706810126,-89.2528272405034,STOP_LOSS,False,0,17,0.298826
2025-05-21 17:29:31.455217+00:00,2025-05-21 17:31:59.734407+00:00,4048,4080,SHORT,21207.0,21230.34465226043,-94.12860904172703,STOP_LOSS,False,0,17,2.4713198333333333
2025-05-21 17:35:11.345296+00:00,2025-05-21 17:37:08.217648+00:00,4111,4125,SHORT,21245.0,21267.86446162849,-92.20784651396389,STOP_LOSS,False,0,17,1.9478725333333335
2025-05-21 17:39:54.246207+00:00,2025-05-21 17:43:50.840127+00:00,4145,4167,SHORT,21325.75,21283.456286648427,168.42485340629355,TAKE_PROFIT,True,1,17,3.943232
2025-05-21 17:46:17.830174+00:00,2025-05-21 17:46:24.196479+00:00,4180,4181,SHORT,21261.5,21284.14283518298,-91.3213407319272,STOP_LOSS,False,0,17,0.10610508333333332
2025-05-22 17:15:01.584463+00:00,2025-05-22 17:16:27.606559+00:00,6007,6010,SHORT,21198.75,21214.22691344481,-62.65765377924254,STOP_LOSS,False,0,17,1.4337016
2025-05-22 17:44:03.931040+00:00,2025-05-22 19:05:16.758581+00:00,6068,6210,LONG,21280.75,21330.246572830663,197.23629132265341,TAKE_PROFIT,True,1,17,81.21379234999999
2025-05-23 17:03:49.657712+00:00,2025-05-23 17:17:34.792519+00:00,7874,7908,LONG,20995.75,21044.41547366,193.91189463999763,TAKE_PROFIT,True,1,17,13.752246783333334
2025-05-23 17:17:43.930012+00:00,2025-05-23 17:40:57.498016+00:00,7909,7954,LONG,21049.75,21029.17567830845,-83.04728676620289,STOP_LOSS,False,0,17,23.2261334
2025-05-23 17:50:14.642152+00:00,2025-05-23 18:20:08.720775+00:00,7970,8027,LONG,21051.0,21032.974382431818,-72.85247027272999,STOP_LOSS,False,0,17,29.901310383333335
2025-05-23 20:01:37.537666+00:00,2025-05-25 22:00:22.126123+00:00,8252,8283,SHORT,20954.0,20974.57432169155,-83.04728676620289,STOP_LOSS,False,0,20,2998.74314095
2025-05-27 17:02:02.626318+00:00,2025-05-27 17:57:49.686380+00:00,9720,9788,LONG,21445.5,21475.050192734725,117.45077093889995,TAKE_PROFIT,True,1,17,55.78433436666667
2025-05-27 20:15:26.920567+00:00,2025-05-28 04:41:30.061044+00:00,10014,10109,SHORT,21472.25,21437.436179184402,138.50528326239146,TAKE_PROFIT,True,1,20,506.05234128333336
2025-05-28 17:02:14.432036+00:00,2025-05-28 17:37:39.155971+00:00,10882,10926,LONG,21478.25,21465.654230346823,-51.13307861270732,STOP_LOSS,False,0,17,35.41206558333333
2025-05-28 20:00:21.045485+00:00,2025-05-28 20:05:13.902043+00:00,11228,11240,SHORT,21351.25,21371.233317836857,-80.68327134742867,STOP_LOSS,False,0,20,4.8809426333333334
2025-05-28 20:10:50.655551+00:00,2025-05-28 20:18:32.871587+00:00,11247,11253,SHORT,21377.5,21397.815757505123,-82.01303002049099,STOP_LOSS,False,0,20,7.7036006
2025-05-28 20:20:05.073497+00:00,2025-05-28 20:21:42.901542+00:00,11255,11265,SHORT,21404.5,21436.89439878544,-130.32759514175996,STOP_LOSS,False,0,20,1.6304674166666666
2025-05-29 17:36:59.855561+00:00,2025-05-29 17:41:42.742850+00:00,12896,12906,SHORT,21407.5,21426.892313982164,-78.31925592865446,STOP_LOSS,False,0,17,4.71478815
2025-05-29 17:48:21.966247+00:00,2025-05-29 18:19:55.084490+00:00,12920,12990,SHORT,21394.25,21347.431413385922,186.52434645631,TAKE_PROFIT,True,1,17,31.551970716666666
2025-05-30 17:20:57.835705+00:00,2025-05-30 17:23:04.644180+00:00,14604,14610,SHORT,21150.25,21168.79274594104,-74.92098376415379,STOP_LOSS,False,0,17,2.1134745833333333
2025-06-02 17:01:12.931825+00:00,2025-06-02 17:21:55.757524+00:00,16123,16155,LONG,21459.0,21444.85284522825,-57.338619086993276,STOP_LOSS,False,0,17,20.71376165
2025-06-02 20:03:08.222557+00:00,2025-06-02 22:18:32.745100+00:00,16394,16424,LONG,21547.5,21530.36088821386,-69.30644714455411,STOP_LOSS,False,0,20,135.40870905
2025-06-03 17:17:34.679499+00:00,2025-06-03 17:31:06.075386+00:00,17342,17361,LONG,21749.75,21737.3019813105,-50.54207475800649,STOP_LOSS,False,0,17,13.523264783333333
2025-06-04 17:27:27.649085+00:00,2025-06-04 17:31:26.951744+00:00,18664,18669,LONG,21780.0,21768.992553206317,-44.77978717473161,STOP_LOSS,False,0,17,3.98837765
2025-06-04 17:35:16.372292+00:00,2025-06-04 17:38:31.398612+00:00,18674,18679,LONG,21779.75,21768.336238056214,-46.40504777514434,STOP_LOSS,False,0,17,3.2504386666666667
2025-06-04 17:45:55.059977+00:00,2025-06-04 19:50:00.027569+00:00,18691,18849,LONG,21775.25,21762.91279453325,-50.09882186699542,STOP_LOSS,False,0,17,124.0827932
2025-06-05 17:00:00.892808+00:00,2025-06-05 17:03:16.927114+00:00,20092,20110,SHORT,21679.5,21699.44638009594,-80.53552038375346,STOP_LOSS,False,0,17,3.267238433333333
2025-06-05 17:46:20.036253+00:00,2025-06-05 17:58:13.931697+00:00,20199,20224,SHORT,21767.5,21723.08236654562,176.9205338175234,TAKE_PROFIT,True,1,17,11.8982574
2025-06-06 17:02:42.944327+00:00,2025-06-06 17:18:24.714428+00:00,21775,21801,SHORT,21754.75,21769.155718958176,-58.372875832705176,STOP_LOSS,False,0,17,15.696168349999999
2025-06-06 17:44:54.648331+00:00,2025-06-06 18:03:04.236665+00:00,21842,21866,LONG,21814.5,21848.852099054115,136.65839621645864,TAKE_PROFIT,True,1,17,18.159805566666666
2025-06-09 17:06:49.314754+00:00,2025-06-09 17:11:21.582718+00:00,22919,22924,LONG,21880.75,21870.038055133664,-43.5977794653445,STOP_LOSS,False,0,17,4.5377994
2025-06-09 17:26:15.763569+00:00,2025-06-09 17:27:44.555674+00:00,22955,22959,LONG,21870.75,21858.080354864986,-51.42858054005774,STOP_LOSS,False,0,17,1.4798684166666667
2025-06-09 17:53:05.497176+00:00,2025-06-09 17:55:24.598395+00:00,22986,22989,LONG,21876.75,21866.185806097335,-43.006775610658224,STOP_LOSS,False,0,17,2.3183536499999997
2025-06-09 20:00:33.055042+00:00,2025-06-09 22:01:02.730651+00:00,23147,23170,SHORT,21812.25,21826.655718958176,-58.372875832705176,STOP_LOSS,False,0,20,120.49459348333333
2025-06-10 17:08:26.909516+00:00,2025-06-10 17:27:43.300192+00:00,24143,24172,LONG,21908.0,21896.512362574376,-46.700549702494754,STOP_LOSS,False,0,17,19.273177933333333
2025-06-10 17:35:07.922820+00:00,2025-06-10 17:37:25.733310+00:00,24186,24189,LONG,21893.0,21880.588919051417,-50.394323794331285,STOP_LOSS,False,0,17,2.2968414999999998
2025-06-10 17:45:51.256164+00:00,2025-06-10 17:49:21.660482+00:00,24202,24206,LONG,21885.25,21873.392985165192,-48.17805933923228,STOP_LOSS,False,0,17,3.5067386333333332
2025-06-10 17:50:42.599592+00:00,2025-06-10 17:57:55.028219+00:00,24208,24217,LONG,21885.25,21873.171358719683,-49.06456512126897,STOP_LOSS,False,0,17,7.207143783333334
2025-06-11 17:17:13.681952+00:00,2025-06-11 17:36:25.271447+00:00,25606,25626,LONG,22004.5,21991.0546623057,-54.53135077719344,STOP_LOSS,False,0,17,19.19315825
2025-06-11 17:43:33.570964+00:00,2025-06-11 17:50:13.504116+00:00,25637,25658,SHORT,21977.0,21940.15460343389,146.63158626444056,TAKE_PROFIT,True,1,17,6.665552533333334
2025-06-11 17:55:47.569140+00:00,2025-06-11 18:01:46.500727+00:00,25670,25694,SHORT,21937.0,21895.168008409906,166.57796636037529,TAKE_PROFIT,True,1,17,5.982193116666666
2025-06-12 17:02:04.386441+00:00,2025-06-12 18:23:39.153108+00:00,27214,27310,LONG,21940.25,21922.66763532284,-71.07945870864205,STOP_LOSS,False,0,17,81.57944445
2025-06-17 17:01:27.104247+00:00,2025-06-17 17:11:28.145184+00:00,30328,30335,SHORT,21795.75,21828.439900712787,-131.50960285114706,STOP_LOSS,False,0,17,10.01734895
2025-06-17 17:30:01.633742+00:00,2025-06-17 17:35:18.440898+00:00,30343,30347,SHORT,21772.25,21807.23004064973,-140.67016259892262,STOP_LOSS,False,0,17,5.280119266666667
2025-06-17 17:45:12.894838+00:00,2025-06-17 22:06:03.769056+00:00,30352,30441,SHORT,21776.75,21682.189383248886,377.49246700445656,TAKE_PROFIT,True,1,17,260.8479036333334
2025-06-18 17:07:01.071337+00:00,2025-06-18 17:21:57.961025+00:00,30622,30625,LONG,21804.25,21778.75,-102.75,Delta trend bearish + Strong selling (-54.7%) + Sellers control (0.29),False,0,17,14.948161466666667
2025-06-18 17:23:33.680348+00:00,2025-06-18 17:53:00.891959+00:00,30626,30638,SHORT,21769.0,21801.061959117174,-128.99783646869764,STOP_LOSS,False,0,17,29.45352685
2025-06-23 17:02:44.746209+00:00,2025-06-23 17:19:09.477768+00:00,32089,32159,LONG,21883.0,21951.427165051344,272.95866020537505,TAKE_PROFIT,True,1,17,16.412192649999998
2025-06-23 17:19:37.002781+00:00,2025-06-23 17:27:29.153437+00:00,32161,32188,LONG,21956.75,22005.41547366,193.91189463999763,TAKE_PROFIT,True,1,17,7.8691776
2025-06-23 17:28:41.152779+00:00,2025-06-23 17:31:39.021008+00:00,32193,32214,LONG,22007.5,22055.703751898516,192.0650075940648,TAKE_PROFIT,True,1,17,2.9644704833333337
2025-06-23 17:37:02.046426+00:00,2025-06-23 17:40:46.358004+00:00,32233,32245,LONG,22065.75,22045.61893119947,-81.27427520211495,STOP_LOSS,False,0,17,3.7385262999999997
2025-06-23 17:45:12.115148+00:00,2025-06-23 17:54:47.354317+00:00,32258,32280,LONG,22060.25,22042.66763532284,-71.07945870864205,STOP_LOSS,False,0,17,9.587319483333333
2025-06-23 20:24:31.639171+00:00,2025-06-23 22:03:26.868945+00:00,32500,32513,LONG,22069.5,22108.469316668918,155.1272666756704,TAKE_PROFIT,True,1,20,98.92049623333334
2025-06-24 17:31:35.104592+00:00,2025-06-24 19:00:17.694196+00:00,33529,33619,LONG,22400.25,22434.04803294034,134.44213176135963,TAKE_PROFIT,True,1,17,88.70982673333333
2025-06-25 17:03:42.199863+00:00,2025-06-25 17:20:13.343078+00:00,34561,34586,SHORT,22437.5,22449.28313935297,-47.88255741188186,STOP_LOSS,False,0,17,16.519053583333335
2025-06-25 17:31:38.974232+00:00,2025-06-25 17:35:56.786900+00:00,34604,34614,SHORT,22445.25,22420.594057936964,97.87376825214596,TAKE_PROFIT,True,1,17,4.2968778
2025-06-25 17:40:20.955870+00:00,2025-06-25 17:50:21.740300+00:00,34623,34649,SHORT,22416.25,22429.769213176136,-54.82685270454385,STOP_LOSS,False,0,17,10.013073833333333
2025-06-25 17:54:16.686570+00:00,2025-06-25 18:13:02.041139+00:00,34657,34683,SHORT,22411.25,22424.65839995338,-54.38359981351823,STOP_LOSS,False,0,17,18.755909483333333
2025-06-25 20:01:56.123622+00:00,2025-06-25 20:24:58.148435+00:00,34826,34841,LONG,22474.75,22458.71902044141,-64.8739182343561,STOP_LOSS,False,0,20,23.033746883333333
2025-06-26 17:01:28.090728+00:00,2025-06-26 17:30:40.261169+00:00,35665,35699,LONG,22608.75,22639.59301366687,122.622054667474,TAKE_PROFIT,True,1,17,29.20284068333333
2025-06-26 17:31:22.031847+00:00,2025-06-26 18:05:28.734018+00:00,35700,35736,LONG,22641.0,22667.225796052066,104.15318420826225,TAKE_PROFIT,True,1,17,34.11170285
2025-06-27 17:44:20.786899+00:00,2025-06-27 17:44:36.104653+00:00,36769,36775,SHORT,22761.0,22727.848377525734,131.85648989706533,TAKE_PROFIT,True,1,17,0.2552959
2025-06-27 17:46:00.409605+00:00,2025-06-27 18:29:55.271851+00:00,36784,36917,SHORT,22723.0,22667.68573297469,220.50706810124393,TAKE_PROFIT,True,1,17,43.91437076666667
2025-06-27 20:01:07.953641+00:00,2025-06-27 20:46:30.711404+00:00,37178,37200,LONG,22745.75,22728.758639177533,-68.71544328986784,STOP_LOSS,False,0,20,45.37929605
2025-06-30 17:31:24.649690+00:00,2025-06-30 17:55:53.322045+00:00,38041,38070,SHORT,22828.0,22839.74620161205,-47.734806448206655,STOP_LOSS,False,0,17,24.477872583333333
2025-06-30 17:57:04.106903+00:00,2025-06-30 18:00:45.372755+00:00,38076,38092,SHORT,22808.0,22827.466189463998,-78.61475785599032,STOP_LOSS,False,0,17,3.6877641999999997
2025-07-01 17:51:08.819290+00:00,2025-07-01 17:56:06.776002+00:00,39448,39460,LONG,22750.0,22736.517724564783,-54.679101740868646,STOP_LOSS,False,0,17,4.965945199999999
2025-07-02 17:02:16.567493+00:00,2025-07-02 17:06:40.331346+00:00,40531,40537,LONG,22845.0,22833.40154935162,-47.14380259352038,STOP_LOSS,False,0,17,4.396064216666667
2025-07-02 17:50:19.558794+00:00,2025-07-02 18:02:17.228414+00:00,40587,40600,LONG,22827.5,22816.049300315295,-46.55279873881955,STOP_LOSS,False,0,17,11.961160333333334
2025-07-07 17:26:36.842764+00:00,2025-07-07 17:30:12.297289+00:00,42745,42752,SHORT,22875.0,22889.59040766277,-59.111630651081214,STOP_LOSS,False,0,17,3.5909087499999996
2025-07-07 17:30:18.546187+00:00,2025-07-07 17:30:24.065271+00:00,42755,42757,LONG,22925.0,22905.459935054165,-78.91025978334073,STOP_LOSS,False,0,17,0.09198473333333333
2025-07-07 17:33:14.126226+00:00,2025-07-07 17:34:21.068640+00:00,42768,42773,SHORT,22882.25,22903.526138769,-85.85455507600273,STOP_LOSS,False,0,17,1.1157069
2025-07-07 17:36:03.953217+00:00,2025-07-07 18:21:00.072765+00:00,42779,42857,SHORT,22864.25,22804.78023712137,237.12905151452287,TAKE_PROFIT,True,1,17,44.9353258
2025-07-08 17:17:23.218380+00:00,2025-07-08 17:24:09.325773+00:00,43965,43983,SHORT,22892.75,22909.66748534063,-68.41994136251742,STOP_LOSS,False,0,17,6.76845655
2025-07-08 17:34:35.327540+00:00,2025-07-08 17:49:16.994452+00:00,43998,44014,SHORT,22897.0,22910.999403808077,-56.747615232307,STOP_LOSS,False,0,17,14.694448533333334
2025-07-09 17:00:48.241249+00:00,2025-07-09 17:06:45.175238+00:00,45056,45068,SHORT,22975.25,22987.77189417134,-50.83757668535691,STOP_LOSS,False,0,17,5.948899816666667
2025-07-09 17:15:00.524559+00:00,2025-07-09 17:17:13.689326+00:00,45079,45083,SHORT,22973.0,22986.260648989708,-53.79259595883195,STOP_LOSS,False,0,17,2.2194127833333335
2025-07-09 17:53:05.719247+00:00,2025-07-09 18:00:25.682482+00:00,45130,45144,SHORT,22973.75,22989.48547763124,-63.69191052495444,STOP_LOSS,False,0,17,7.332720583333333
2025-07-10 17:32:45.989409+00:00,2025-07-10 17:46:22.142386+00:00,46216,46232,LONG,23025.5,23021.0,-18.75,Delta trend bearish + Strong selling (-42.6%) + Sellers control (0.40),False,0,17,13.602549616666666
2025-07-10 17:53:34.914872+00:00,2025-07-10 18:45:32.370241+00:00,46240,46294,LONG,23035.5,23025.34212124744,-41.381515010245494,STOP_LOSS,False,0,17,51.95758948333333
2025-07-11 17:03:53.065159+00:00,2025-07-11 17:24:57.177437+00:00,47385,47410,LONG,23015.75,23002.193849082945,-54.97460366821906,STOP_LOSS,False,0,17,21.068537966666668
2025-07-11 17:28:30.134071+00:00,2025-07-11 17:32:03.021708+00:00,47415,47419,LONG,23014.5,23001.53485293764,-52.610588249444845,STOP_LOSS,False,0,17,3.5481272833333337
2025-07-11 17:51:43.808473+00:00,2025-07-11 18:59:16.160495+00:00,47452,47520,LONG,22994.25,22979.290214928045,-60.589140287818736,STOP_LOSS,False,0,17,67.53920036666666
2025-07-14 17:01:32.479193+00:00,2025-07-14 17:20:37.091175+00:00,48504,48527,LONG,23039.75,23062.46671066482,90.11684265927761,TAKE_PROFIT,True,1,17,19.076866366666664
2025-07-14 17:36:01.931989+00:00,2025-07-14 17:40:27.482189+00:00,48543,48548,LONG,23062.75,23053.146187361213,-39.165250555146486,STOP_LOSS,False,0,17,4.425836666666667
2025-07-15 17:14:26.777363+00:00,2025-07-15 17:20:37.841287+00:00,49780,49794,SHORT,23099.5,23114.459785071955,-60.589140287818736,STOP_LOSS,False,0,17,6.1843987333333335
2025-07-15 17:56:55.156454+00:00,2025-07-15 18:51:42.537653+00:00,49841,49907,LONG,23157.5,23145.569109683354,-48.47356126658269,STOP_LOSS,False,0,17,54.78968665
2025-07-15 20:02:54.140895+00:00,2025-07-15 20:31:26.388611+00:00,50054,50077,SHORT,23044.5,23011.44072187803,131.4871124878846,TAKE_PROFIT,True,1,20,28.537461933333336
2025-07-16 17:03:37.670850+00:00,2025-07-16 17:32:11.026093+00:00,51324,51363,LONG,23049.75,23035.713658451008,-56.895366195967654,STOP_LOSS,False,0,17,28.555920716666666
2025-07-16 20:13:21.078770+00:00,2025-07-16 22:05:14.532780+00:00,51548,51560,LONG,23067.75,23054.52628875121,-53.644844995156745,STOP_LOSS,False,0,20,111.89090016666667
2025-07-17 17:14:51.792673+00:00,2025-07-17 17:27:25.083442+00:00,52379,52388,LONG,23258.5,23247.861930615498,-43.30227753800864,STOP_LOSS,False,0,17,12.55484615
2025-07-17 17:38:27.139139+00:00,2025-07-17 18:11:22.332969+00:00,52400,52435,LONG,23261.75,23247.455094264576,-57.929622941694106,STOP_LOSS,False,0,17,32.919897166666665
2025-07-18 17:01:46.945198+00:00,2025-07-18 17:05:38.485774+00:00,53407,53415,SHORT,23178.75,23192.63859058532,-56.304362341281376,STOP_LOSS,False,0,17,3.8590096
2025-07-18 17:07:58.545571+00:00,2025-07-18 17:14:22.496764+00:00,53419,53431,SHORT,23189.75,23202.93677350787,-53.49709403148154,STOP_LOSS,False,0,17,6.39918655
2025-07-18 17:45:27.927961+00:00,2025-07-18 18:02:10.921940+00:00,53471,53493,SHORT,23200.0,23212.4480186895,-50.54207475800649,STOP_LOSS,False,0,17,16.716566316666665
2025-07-21 20:13:27.578805+00:00,2025-07-22 00:14:01.199354+00:00,54538,54569,SHORT,23344.25,23355.8853883893,-47.291553557195584,STOP_LOSS,False,0,20,240.56034248333333
2025-07-22 17:28:08.607754+00:00,2025-07-22 17:40:48.510286+00:00,55541,55562,LONG,23236.25,23227.27412895683,-36.65348417268251,STOP_LOSS,False,0,17,12.665042199999998
2025-07-22 20:01:08.472709+00:00,2025-07-22 22:20:08.829479+00:00,55761,55798,SHORT,23210.5,23182.519661254308,111.17135498276912,TAKE_PROFIT,True,1,20,139.00594616666666
2025-07-23 17:57:01.945339+00:00,2025-07-23 18:22:18.399924+00:00,56807,56844,LONG,23264.0,23299.829608690852,142.56843476340873,TAKE_PROFIT,True,1,17,25.27424308333333
2025-07-23 20:02:16.520301+00:00,2025-07-23 20:02:51.759442+00:00,56983,56990,LONG,23327.75,23375.953751898516,192.0650075940648,TAKE_PROFIT,True,1,20,0.5873190166666666
2025-07-23 20:13:21.490479+00:00,2025-07-24 06:45:18.641142+00:00,57018,57151,LONG,23384.5,23358.97602102538,-102.84591589847696,STOP_LOSS,False,0,20,631.95251105
2025-07-24 17:06:04.678317+00:00,2025-07-24 17:12:07.230565+00:00,57849,57859,LONG,23380.5,23403.770776778594,92.33310711437662,TAKE_PROFIT,True,1,17,6.042537466666667
2025-07-24 17:13:31.904005+00:00,2025-07-24 17:29:00.649389+00:00,57862,57888,LONG,23407.0,23398.02412895683,-36.65348417268251,STOP_LOSS,False,0,17,15.479089733333332
2025-07-24 17:53:10.577529+00:00,2025-07-24 17:57:01.384139+00:00,57912,57915,LONG,23401.0,23391.24843639754,-39.75625440983276,STOP_LOSS,False,0,17,3.8467768333333336
2025-07-25 17:25:42.730025+00:00,2025-07-25 17:52:40.836237+00:00,58807,58830,LONG,23449.25,23440.089440252235,-37.39223899105855,STOP_LOSS,False,0,17,26.968436866666664
2025-07-28 17:02:04.183223+00:00,2025-07-28 17:12:27.653201+00:00,59706,59719,SHORT,23472.0,23483.893952575727,-48.325810302907485,STOP_LOSS,False,0,17,10.3911663
2025-07-28 17:17:39.061402+00:00,2025-07-28 17:33:10.280428+00:00,59723,59746,SHORT,23470.75,23482.200699684705,-46.55279873881955,STOP_LOSS,False,0,17,15.5203171
2025-07-28 17:49:52.044871+00:00,2025-07-28 18:05:44.679187+00:00,59758,59780,SHORT,23476.75,23450.15482653875,105.63069384499977,TAKE_PROFIT,True,1,17,15.8772386
2025-07-28 20:22:34.612346+00:00,2025-07-29 00:26:03.869664+00:00,59916,59950,LONG,23507.5,23533.264074290586,102.30629716234398,TAKE_PROFIT,True,1,20,243.48762196666667
2025-07-29 17:20:50.288356+00:00,2025-07-29 17:28:06.707022+00:00,60796,60804,SHORT,23508.25,23518.22319004797,-40.64276019188401,STOP_LOSS,False,0,17,7.273644433333333
2025-07-29 17:28:12.228331+00:00,2025-07-29 17:28:23.940242+00:00,60805,60806,SHORT,23501.0,23514.40839995338,-54.38359981351823,STOP_LOSS,False,0,17,0.19519851666666668
2025-07-29 17:35:10.538930+00:00,2025-07-29 19:27:46.560589+00:00,60813,60952,SHORT,23499.5,23458.591451932865,162.88419226853875,TAKE_PROFIT,True,1,17,112.60036098333333
2025-07-29 20:49:25.336534+00:00,2025-07-29 22:01:01.958334+00:00,61042,61045,SHORT,23451.0,23462.487637425624,-46.700549702494754,STOP_LOSS,False,0,20,71.61036333333332
2025-07-30 17:39:48.705346+00:00,2025-07-30 17:51:17.067463+00:00,61700,61712,LONG,23541.75,23530.336238056214,-46.40504777514434,STOP_LOSS,False,0,17,11.47270195
2025-07-30 17:53:46.385459+00:00,2025-07-30 18:00:07.134200+00:00,61714,61719,LONG,23538.5,23527.344802242642,-45.37079102943244,STOP_LOSS,False,0,17,6.34581235
